曜日,時限,科目名,担当教員,教室,学年,学期,単位,区分,URL,成績評価
月,"1","代数学Ｅ２","三枝崎　剛","",4,"fall",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601024004012026260102400426&pLng=jp","report 100%"
月,"4","幾何学Ｅ２","長友　康行","",4,"fall",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601024008012026260102400826&pLng=jp","★ 平常点（20%）とレポート（80%）で総合的に評価します. 満点は140点とし, 90点以上を A+ とし, それ以下は10点刻みで評定します.\n★ 平常点は, 教室での受講者に対してのみ与えられます.\n★ 授業は教室で受けないと「欠席」扱いになります."
金,"5","関数解析Ｂ","三竹　大寿","",4,"spring",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601024011012026260102401126&pLng=jp","割合\n評価基準\n\n\nレポート:\n\n100％\n\n授業中に指定する問題をレポートとして提出すること．"
金,"4","上級解析","柳田　英二","",4,"fall",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601024012012026260102401226&pLng=jp","割合\n評価基準\n\n\n試験:\n\n50％\n\n講義内容全体の理解度を試験で測ります.\nレポート:\n\n30％\n\n講義中に出す課題に対するレポートで，各トピックに対する理解度を測ります．\n平常点評価:\n\n20％\n\n講義中に出す課題の達成度によって評価します．"
金,"1","応用数学Ｂ","筧　三郎","",4,"fall",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601024017012026260102401726&pLng=jp","割合\n評価基準\n\n\nレポート:\n\n70％\n\nレポート問題を数回出題する。\n平常点評価:\n\n30％\n\n授業の進行に応じて演習を行う。"
月,"3","計画数学","穂刈　享","",4,"fall",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601024018012026260102401826&pLng=jp","割合\n評価基準\n\n\n試験:\n\n50％\n\n学期末試験\nレポート:\n\n50％\n\n課題は授業中に指示します。 Waseda Moodle を使って提出してもらいます。"
水,"3","数学と文化史","坂口　勝彦","",4,"fall",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601024020012026260102402026&pLng=jp","割合\n評価基準\n\n\nレポート:\n\n40％\n\n最終レポート。課題は最後講義までには示します。\n平常点評価:\n\n60％\n\n毎回最後に出す課題に答えて提出してもらいます。"
火,"4","確率論Ｂ","熊谷　隆","",4,"fall",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601024040012026260102404026&pLng=jp","割合\n評価基準\n\n\nレポート:\n\n80％\n\n講義中に出題された問題について，レポートをまとめ提出する。\nSubmit reports on exercises/problems that are given during the lectures. \n平常点評価:\n\n20％\n\n講義に積極的に参加することが求められる。\nAttend the lectures."
火,"1","代数学序論","永井　保成","",2,"spring,fall",4,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601012001012026260101200126&pLng=jp","割合\n評価基準\n\n\n試験:\n\n80％\n\n春学期・秋学期末にそれぞれ1回の　口頭試問　を行う．その方法については講義時間内に説明する．口頭試問は「授業予備期間」（いわゆる第15週）を使って行う．\nレポート:\n\n10％\n\n上述口頭試問に先立って，簡単な提出課題を課す．\n平常点評価:\n\n10％\n\n通常講義で提出課題を課す．"
水,"5","代数学Ａ","尾崎　学","",2,"spring,fall",4,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601012002012026260101200226&pLng=jp","試験によって評価する."
火,"4","ベクトル空間と幾何","池田　岳","",2,"spring,fall",4,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601012005012026260101200526&pLng=jp","割合\n評価基準\n\n\n試験:\n\n0％\n\n試験は実施しない．\nレポート:\n\n100％\n\n毎回，講義内容に即した演習問題を出題するので Moodle 上に提出する．\n平常点評価:\n\n0％\n\nなし．\nその他:\n\n0％\n\nなし．"
木,"2","多変数解析（数学）","小薗　英雄","",2,"spring,fall",4,"数学科非共通(選択算入),"https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601012006012026260101200626&pLng=jp","試験の成績と演習問題への解答状況により評価する。"
火,"3","解析学入門","福泉　麗佳","",2,"spring,fall",4,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601012007012026260101200726&pLng=jp","平常点 (Moodle からの report 提出等), 授業中に行う演習, 中間試験, レポート, 定期試験により評価を行う."
月,"3","位相入門","村上　順","",2,"spring",2,"数学科非共通(選択算入)","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601012008012026260101200826&pLng=jp","試験に復習問題の出来を加味して評価する．"
金,"2","現代数学演習","宇田川　衷／木下　智晴／小泉　祐太／河野　隆史／沢辺　俊／根本　卓弥／山口　航平／吉田　智輝","",2,"fall",2,"専門必修","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2601012004012026260101200426&pLng=jp","割合\n評価基準\n\n\n平常点評価:\n\n100％\n\n担当教員より説明があります."
水,"4","Academic Reading 1","","",2,"spring",1,"必修","",""
木,"3","Concept Building And Discussion 1","","",2,"spring",1,"必修","",""
水,"4","Academic Reading 2","","",2,"fall",1,"必修","",""
木,"3","Concept Building And Discussion 2","","",2,"fall",1,"必修","",""
