曜日,時限,科目名,担当教員,教室,学年,学期,単位,区分,URL,成績評価
日,"1","基幹理工学特論Ｂ","荒川　雅生／植田　研二／立野　繁之／田中　英一郎／橋本　健二／馬渡　和真／三宅　丈雄","",4,"spring",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034048012026260202401026&pLng=jp","割合\n評価基準\n\n\nレポート:\n\n100％\n\n各担当教員が演習課題やレポートを与え、その内容によって各教員が評価を行う。"
日,"2","基幹理工学特論Ｃ","池永　剛／池橋　民雄／硴塚　孝明／木村　晋二／高畑　清人／丹沢　徹／牧野　昭二／山崎　慎太郎／吉増　敏彦","",4,"spring",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034049012026260202401126&pLng=jp","割合\n評価基準\n\n\nレポート:\n\n100％\n\n各担当教員がレポート課題を与え、記述内容を各教員が評価する。全てのレポートの提出を必須とする。"
火,"2","生命情報解析技術","清水　佳奈","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034032012026260303403226&pLng=jp","小テスト (In-class quiz)： 10%\nレポート (Report)： 30%\nプレゼンテーション (Presentation)： 60%"
水,"5","衛星通信技術","稲村　賢治／門脇　直人","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603033027012026260702302526&pLng=jp","割合\n評価基準\n\n\n試験:\n\n90％\n\n理解度確認による評価\n平常点評価:\n\n10％\n\n出席状況等による評価"
金,"4","移動通信技術","大関　武雄／永田　聡／馬場　裕一／前原　文明","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603033028012026260702302626&pLng=jp","■レポート: 60%\n- 第14回にレポート課題を提示します。与えられた課題に対して、講義内容を踏まえて深く考察しているかどうかを評価します。なお、授業の状況によって、レポート課題を提示する週が変更になることがあります。\n\n■平常点評価: 40%\n- 出席状況(対面での講義回)や、講義に対するフィードバック(オンラインでの講義回)により、評価します。"
金,"2","分散組込み・リアルタイム処理","中島　達夫","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034002012026260303400226&pLng=jp","Presentation 1: Future Possibility Presentation in Group 40%\n    - Present a Student's opinion on Future Possibilities Lectures\nReport 1: Paper Reading Report 20%\n    - Summarize Assigned Papers and Report a Student's Opinions.\nPresentation 2: Automation Analysis Discussion Presentation in Group 40%\n    - Present a Student's Opinions on a Future Society to Use AI-based Automation Technologies"
水,"1","情報セキュリティＡ","佐古　和恵／光成　滋生／森　達哉","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034009012026260702401026&pLng=jp","以下の配分で評定を行う予定です。変更がある場合は講義中にお知らせします。\n\n・平常点（出席）: 20%\n・小テスト（クイズ）: 5回前後　20%\n・レポート1-2本 20%\n・試験: 1回  40%"
木,"1","情報検索","山名　早人","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034019012026260303401926&pLng=jp","割合\n評価基準\n\n\n試験:\n\n0％\n\nnone\nレポート:\n\n70％\n\nTwo assignments in which three core problems related to IR is included will be provided. (around early December and early January)\n平常点評価:\n\n30％\n\nGroup Work during in discussion class  will be considered. In each class, some group work will be provided.\nその他:\n\n0％\n\nYou should at least 9 classes out of the 15 classes to receive the credit."
月,"3","ワイヤレスアクセス特論","嶋本　薫","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034031012026260702402026&pLng=jp","割合\n評価基準\n\n\n平常点評価:\n\n20％\n\n出席等を考慮して決定します。\nその他:\n\n80％\n\nFinal Presentation"
木,"1","ソーシャルネットワークサイエンス","西宮　康治朗","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034037012026260702400526&pLng=jp","割合\n評価基準\n\n\n試験:\n\n30％\n\n授業内で実施する小テスト等の結果を評価します．\nレポート:\n\n40％\n\n授業内で課題として与えるレポート・課題の結果を評価します．\n平常点評価:\n\n30％\n\n授業の貢献度，授業態度などを評価します．"
金,"6","SDGsとICT","甲藤　二郎／木戸　冬子／吉田　真貴子","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034043012026260702402726&pLng=jp","割合\n評価基準\n\n\nレポート:\n\n50％\n\n・コース終了時に最終レポートを提出する\n・講義期間中に2回（予定）の小レポートを提出する\n\n平常点評価:\n\n50％\n\n・講義において、講師との活発な質疑等を加点要素として評価する。\n・特に対面出席者による口頭の質疑を加点要素として評価する。"
火,"4","暗号プロトコル理論とブロックチェーン","佐古　和恵","",4,"fall",2,"専門選択","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2603034044012026260702402826&pLng=jp","割合\n評価基準\n\n\n試験:\n\n30％\n\n試験問題の解答を評価する/ Evaluation based on responses on examination. \n\nレポート:\n\n50％\n\nレポート課題の内容，技術文章としての品質や正確性を評価する/ Evaluation based on contents and write-up of report. \n平常点評価:\n\n20％\n\n講義への参加態度（Moodleアンケート回数や出席回数を含む）を勘案し評価する/ Evaluation based on participation attitudes in the classes, including the attendance to the class and answers to surveys on Moodle."
金,"1","微分方程式（基幹）　１クラス","三好　啓也","",2,"spring",2,"基幹共通","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600022002032026260002200226&pLng=jp","割合\n評価基準\n\n\n試験:\n\n60％\n\n中間試験30％，期末試験30％\nレポート:\n\n40％\n\n毎回の授業でレポートが課される．\n平常点評価:\n\n0％\n\n授業への出席を前提として，試験とレポートの評点に基づいて上記の割合で評価する．\n\nその他:\n\n\n中間試験及び期末試験のどちらか一方或いは両方を受験しない場合は不可とする."
木,"3","ベクトル解析（基幹）","平田　潤","",2,"spring",2,"基幹共通","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600022003022026260002200326&pLng=jp","試験・レポート課題を重視する. また授業への参加なども併せて総合的に判断する."
金,"2","続線形代数（基幹）","土屋　卓也","",2,"spring",2,"基幹共通","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600022005012026260002200526&pLng=jp","主に、レポート（５０％）と期末試験（５０％）を元に評価する。\nMainly by reports (50%), and final exam (50%)."
木,"1","電磁気学（基幹）","山口　祐也","",2,"spring",2,"基幹共通","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600022006012026260002200626&pLng=jp","割合\n評価基準\n\n\n試験:\n\n70％\n\n教場試験を実施し、理解度を判断します。\nレポート:\n\n30％\n\nレポート課題により、理解度を判断します。(第6回講義終了時に課題を課し、その後2週間を提出期間とすることを予定しています)"
金,"1","フーリエ解析（基幹）","小林　光木","",2,"fall",2,"基幹共通","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600022001012026260002200126&pLng=jp","割合\n評価基準\n\n\n試験:\n\n60％\n\n最終回に実施する期末試験の点数で評価する。\nレポート:\n\n40％\n\n毎回の授業でレポートを課す。\nレポート課題の出題および提出は Moodle を通して行う。\n提出は１週間後とする。遅れての提出は認めない（ただし、インフルエンザなどは考慮するので、その場合遠慮せず申し出ること）。\nわからない箇所は講義前後などに質問するなどして、解消すること。"
火,"2","複素関数論（基幹）","大井　周","",2,"fall",2,"基幹共通","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600022004032026280021000826&pLng=jp","本講義では第14回の講義時間に期末筆記試験を執り行う.\n\n本講義では以下の基準で成績を評価する.\n\n1. 以下のいずれかの基準を満たした場合単位を認定する.\n・毎回の課題を全て提出し7割以上合格し, かつ期末筆記試験で有意な回答を行う.\n・期末筆記試験で60%以上の得点をする.\n\n2. 単位取得者の中での評価は期末筆記試験の成績をもとに行う. その際一部相対評価とすることがありうる(A+は最大で合格者の約20%、Aは最大で合格者の約50%程度).\n\nなお、1の基準を満たしていない場合でも毎回の提出課題の状況次第で合格、あるいは追試を許可する事がありうる.\n\n進級(ゼミ振り分け等)、就職、卒業などを理由にした手加減は一切行わないのでそのつもりで受講するように."
火,"3,4","理工学基礎実験２Ａ　情報理工・情報通信","甲藤　二郎／田中　久美子","",2,"spring",2,"必修","https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600250003012026260025000326&pLng=jp","割合\n評価基準\n\n\nレポート:\n\n\nレポート（作品を含む）・(指示されたすべての実験を行い、指示されたレポートをすべて提出し、その評価が妥当である者)"
月,"5","Academic Reading 1","","",2,"spring",1,"必修","",""
水,"5","Concept Building And Discussion 1","","",2,"spring",1,"必修","",""
月,"5","Academic Reading 2","","",2,"fall",1,"必修","",""
水,"5","Concept Building And Discussion 2","","",2,"fall",1,"必修","",""
